split,contrast,id,scene,n_lights,patch_mean_delta,pixel_mean_delta
val,B-A,Place483_12,Place483,2,0.14700257778167725,0.12581403370174238
val,B-C,Place483_12,Place483,2,-0.31905603408813477,-0.2235067705658107
val,B-A,Place484_1,Place484,1,-0.9510042667388916,-0.951134398924466
val,B-C,Place484_1,Place484,1,-1.051482915878296,-1.0516179372523269
val,B-A,Place484_12,Place484,2,0.09678959846496582,-0.055534816565656175
val,B-C,Place484_12,Place484,2,0.851667046546936,0.42918225271331023
val,B-A,Place485_1,Place485,1,-1.0696146488189697,-1.0696571135837416
val,B-C,Place485_1,Place485,1,-0.4561920166015625,-0.45621015998404224
val,B-A,Place485_12,Place485,2,-0.09321737289428711,-0.11932899173109268
val,B-C,Place485_12,Place485,2,0.319796085357666,0.19055576684125786
val,B-A,Place487_1,Place487,1,-0.0054416656494140625,-0.0054406831524413946
val,B-C,Place487_1,Place487,1,0.2341928482055664,0.23420104188652413
val,B-A,Place487_12,Place487,2,-1.112785816192627,-0.7118235517046871
val,B-C,Place487_12,Place487,2,0.5646755695343018,0.49145285120169824
val,B-A,Place497_1,Place497,1,0.5232787132263184,0.5232908283796878
val,B-C,Place497_1,Place497,1,1.1637978553771973,1.1638142643390017
val,B-A,Place497_12,Place497,2,-0.6639502048492432,-0.5070519795724424
val,B-C,Place497_12,Place497,2,0.7747859954833984,0.70698322511819
val,B-A,Place502_1,Place502,1,0.1553959846496582,0.15539703989427478
val,B-C,Place502_1,Place502,1,1.5631844401359558,1.563292914173956
val,B-A,Place502_12,Place502,2,-2.0910305976867676,-1.5922069754338395
val,B-C,Place502_12,Place502,2,0.3614480495452881,0.38162752058058835
val,B-A,Place503_1,Place503,1,0.2792211174964905,0.27949940736954165
val,B-C,Place503_1,Place503,1,0.18366682529449463,0.18380873454770263
val,B-A,Place503_12,Place503,2,-0.008127868175506592,0.004944503746911133
val,B-C,Place503_12,Place503,2,-0.02876037359237671,-0.016971509810978613
val,B-A,Place504_1,Place504,1,0.6673147678375244,0.6673183091789494
val,B-C,Place504_1,Place504,1,0.5907981395721436,0.59080072084289
val,B-A,Place504_12,Place504,2,0.32943856716156006,0.3141397752724939
val,B-C,Place504_12,Place504,2,0.4351189136505127,0.4063477692364674
val,B-A,Place506_1,Place506,1,-0.0049648284912109375,-0.0049741751313024385
val,B-C,Place506_1,Place506,1,0.009204328060150146,0.009215939805047868
val,B-A,Place506_12,Place506,2,0.4025897979736328,0.21988762927289196
val,B-C,Place506_12,Place506,2,-0.045108795166015625,0.005147970328936768
val,B-A,Place512_1,Place512,1,-0.12360697984695435,-0.12384485452826643
val,B-C,Place512_1,Place512,1,-0.18174207210540771,-0.18200798120618522
val,B-A,Place512_12,Place512,2,1.5640478134155273,1.545754969912693
val,B-C,Place512_12,Place512,2,1.8334407806396484,1.8359418992487306
val,B-A,Place515_1,Place515,1,-0.09717106819152832,-0.09719956505539518
val,B-C,Place515_1,Place515,1,-0.095039963722229,-0.09508068335013409
val,B-A,Place515_12,Place515,2,-0.011744022369384766,-0.029369885289311393
val,B-C,Place515_12,Place515,2,-0.34723591804504395,-0.31852144695166973
val,B-A,Place527_1,Place527,1,0.10226216912269592,0.10282438810750777
val,B-C,Place527_1,Place527,1,0.03182482719421387,0.032249879834193584
val,B-A,Place527_12,Place527,2,0.6030316352844238,0.35356473400880883
val,B-C,Place527_12,Place527,2,0.42107248306274414,0.2752139998985794
val,B-A,Place532_1,Place532,1,-0.06216222047805786,-0.06188430233378078
val,B-C,Place532_1,Place532,1,0.06311124563217163,0.06258172828053526
val,B-A,Place532_12,Place532,2,0.49169158935546875,0.48130768607763574
val,B-C,Place532_12,Place532,2,0.18677330017089844,0.2102557377074401
val,B-A,Place535_1,Place535,1,-0.22183650732040405,-0.22186373622453548
val,B-C,Place535_1,Place535,1,0.028213202953338623,0.02809797680884185
